,custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city
1519,EER4H6,0,2012-08-21,2012-12-15 00:00:00,2012-12-15 00:00:00,0,0.0,0.0,54.02,0.0,0,0,0,Tuesday,DEL
1520,AK2GCH,1,2013-05-16,2013-05-16 00:00:00,2013-05-16 00:00:00,45,0.0,0.0,56.84,0.0,0,0,0,Monday,BOM
1521,AVP25J,1,2013-03-10,2013-03-10 00:00:00,2013-06-23 00:00:00,46,2.173913043,0.0,62.44,0.019047619,0,0,0,Monday,DEL
1522,97EYVT,0,2013-01-22,2013-01-24 00:00:00,2013-04-29 00:00:00,11,54.54545455,9.090909091,81.06,0.063157895,0,0,0,Thursday,BOM
1523,XL7KTG,1,2012-11-03,2013-06-09 00:00:00,2013-06-09 00:00:00,44,4.545454545,0.0,8.2,0.0,0,0,0,Wednesday,MAA
1524,HALUU9,1,2011-05-13,2011-05-21 00:00:00,2013-08-18 00:00:00,47,12.76595745,2.127659574,73.36,0.012195122,0,0,0,Monday,BOM
1525,F9RKHY,1,2011-01-13,2013-02-04 00:00:00,2013-02-04 00:00:00,44,13.63636364,6.818181818,33.81,0.0,0,0,0,Wednesday,BOM
1526,XYLXJ7,1,2013-04-27,2013-04-29 00:00:00,2013-04-29 00:00:00,49,8.163265306,0.0,74.85,0.0,0,0,0,Thursday,BLR
1527,H6NGJT,0,2013-04-11,2013-04-11 00:00:00,2013-11-13 00:00:00,0,0.0,0.0,103.34,0.013888889,0,0,0,Sunday,MAA
1528,AU75HK,1,2010-11-13,2010-12-03 00:00:00,2013-08-29 00:00:00,47,6.382978723,4.255319149,133.35,0.017,0,0,0,Monday,BOM
1529,S2Z92G,1,2012-08-28,2012-09-03 00:00:00,2012-11-16 00:00:00,45,6.666666667,0.0,39.76,0.040540541,1,0,0,Saturday,MAA
1530,YZ9UX6,0,2012-08-28,2013-02-12 00:00:00,2013-02-12 00:00:00,0,0.0,0.0,53.19,0.0,0,0,0,Thursday,MAA
1531,M5J75S,0,2010-09-25,2010-09-30 00:00:00,2011-11-09 00:00:00,0,0.0,0.0,54.62,0.004938272,0,0,0,Thursday,BOM
1532,2TJ2TZ,1,2013-06-03,2013-06-24 00:00:00,2013-06-27 00:00:00,47,2.127659574,0.0,67.83,0.666666667,1,0,0,Thursday,BLR
1533,LLJMW4,0,2013-07-01,2013-07-01 00:00:00,2013-07-01 00:00:00,15,13.33333333,0.0,56.71,0.0,1,0,0,Saturday,BLR
1534,YS2ANT,1,2013-04-10,2013-08-27 00:00:00,2013-12-19 00:00:00,45,8.888888889,4.444444444,103.68,0.052631579,0,0,0,Friday,DEL
1535,Z4RN5F,0,2012-06-27,2012-07-05 00:00:00,2013-11-12 00:00:00,0,0.0,0.0,62.87,0.064646465,0,0,0,Thursday,BOM
1536,86R8E2,1,2013-04-05,2013-05-07 00:00:00,2013-05-07 00:00:00,45,0.0,0.0,91.09,0.0,0,0,0,Thursday,DEL
1537,WXCBND,1,2013-02-27,2013-09-03 00:00:00,2014-01-02 00:00:00,40,10.0,2.5,58.85,0.024793388,0,0,0,Friday,BOM
1538,CE4CQ9,1,2010-09-21,2011-05-10 00:00:00,2012-03-05 00:00:00,45,6.666666667,4.444444444,56.54,0.033333333,0,0,0,Wednesday,DEL
1539,C56A8D,1,2013-06-13,2013-06-17 00:00:00,2013-07-31 00:00:00,45,0.0,0.0,58.43,0.045454545,1,0,0,Thursday,BLR
1540,G2HH9Q,1,2013-04-08,2013-04-22 00:00:00,2013-05-21 00:00:00,43,30.23255814,0.0,145.02,0.137931034,0,0,0,Wednesday,BOM
1541,E72EL7,1,2013-06-10,2013-07-14 00:00:00,2013-07-14 00:00:00,45,2.222222222,0.0,92.88,0.0,1,0,0,Wednesday,MAA
1542,CKRSLL,1,2013-02-16,2013-02-16 00:00:00,2013-07-17 00:00:00,51,11.76470588,0.0,93.57,0.072847682,0,0,0,Saturday,BLR
1543,395L9H,1,2012-08-28,2012-07-24 00:00:00,2013-08-21 00:00:00,44,18.18181818,6.818181818,44.08,0.099236641,1,0,1,Thursday,MAA
1544,H36RNA,1,2011-06-18,2012-07-09 00:00:00,2013-03-11 00:00:00,43,11.62790698,9.302325581,29.06,0.016326531,1,0,0,Monday,BOM
1545,YNPV7L,0,2013-03-27,2013-03-27 00:00:00,2013-03-27 00:00:00,0,0.0,0.0,53.4,0.0,0,0,0,Thursday,DEL
1546,AS4H5S,1,2012-04-10,2012-04-10 00:00:00,2013-11-30 00:00:00,51,11.76470588,3.921568627,134.93,0.120200334,1,0,0,Monday,DEL
1547,7L6NEP,1,2013-05-31,2013-06-10 00:00:00,2013-08-06 00:00:00,45,6.666666667,0.0,11.99,0.052631579,1,0,0,Wednesday,DEL
1548,EHE8UL,1,2013-03-10,2013-03-11 00:00:00,2013-09-15 00:00:00,39,46.15384615,15.38461538,57.83,0.021276596,0,0,0,Tuesday,MAA
1549,8AMGE8,1,2012-08-28,2012-07-24 00:00:00,2013-07-02 00:00:00,48,0.0,0.0,82.58,0.104956268,0,0,0,Wednesday,MAA
1550,SH7VXJ,1,2013-04-19,2013-04-30 00:00:00,2013-04-30 00:00:00,45,0.0,0.0,37.96,0.0,0,0,0,Wednesday,BOM
1551,79JYV9,1,2012-11-17,2013-01-06 00:00:00,2013-01-06 00:00:00,45,0.0,0.0,52.35,0.0,0,0,0,Monday,DEL
1552,V8ENQ6,1,2011-10-13,2011-10-13 00:00:00,2013-02-24 00:00:00,44,11.36363636,0.0,57.54,0.01,0,0,0,Monday,BOM
1553,DVFF7U,1,2011-02-25,2011-03-29 00:00:00,2014-01-09 00:00:00,46,73.91304348,2.173913043,81.64,0.079646018,1,0,0,Friday,BOM
1554,S4BHHK,0,2013-02-21,2013-02-22 00:00:00,2013-02-22 00:00:00,0,0.0,0.0,63.67,0.0,0,0,0,Friday,DEL
1555,NNGHYM,0,2012-11-11,2013-01-06 00:00:00,2013-01-06 00:00:00,0,0.0,0.0,80.97,0.0,0,0,0,Tuesday,MAA
1556,A8SEHE,1,2011-03-10,2011-04-28 00:00:00,2013-11-04 00:00:00,49,18.36734694,4.081632653,52.54,0.017372421,0,0,0,Thursday,BOM
1557,6YP5VU,1,2013-05-31,2013-06-24 00:00:00,2013-06-24 00:00:00,45,4.444444444,0.0,51.3,0.0,1,0,0,Tuesday,BOM
1558,LHPQ9N,1,2013-05-05,2013-05-05 00:00:00,2013-05-20 00:00:00,44,4.545454545,0.0,78.66,0.133333333,0,0,0,Saturday,MAA
1559,4VPB9Y,0,2012-09-08,2013-04-29 00:00:00,2013-12-10 00:00:00,0,0.0,0.0,90.01,0.026666667,0,0,0,Wednesday,MAA
1560,NSALDW,1,2013-02-16,2013-05-12 00:00:00,2013-05-12 00:00:00,45,2.222222222,0.0,44.44,0.0,0,0,0,Friday,BOM
1561,SK2WGZ,0,2011-09-11,2011-09-11 00:00:00,2013-03-28 00:00:00,0,0.0,0.0,54.05,0.010638298,0,0,0,Friday,BOM
1562,HPYKTQ,1,2013-01-10,2013-06-13 00:00:00,2013-10-21 00:00:00,49,2.040816327,0.0,74.07,0.023076923,0,0,0,Tuesday,BLR
1563,6MBU45,1,2013-01-26,2013-01-27 00:00:00,2014-01-05 00:00:00,49,26.53061224,10.20408163,63.31,0.020408163,1,0,0,Tuesday,BLR
1564,U74E96,0,2013-05-04,2013-05-28 00:00:00,2013-12-26 00:00:00,15,80.0,20.0,39.94,0.061320755,0,1,0,Friday,BOM
1565,F578BC,1,2013-06-14,2013-06-17 00:00:00,2014-01-15 00:00:00,56,26.78571429,12.5,100.82,0.047169811,1,0,1,Monday,MAA
1566,624BVN,1,2013-05-10,2013-05-10 00:00:00,2013-06-15 00:00:00,39,53.84615385,7.692307692,54.19,0.055555556,1,0,0,Friday,MAA
1567,SFLJRJ,0,2011-03-01,2011-05-09 00:00:00,2012-03-27 00:00:00,0,0.0,0.0,73.25,0.055727554,0,0,0,Tuesday,BOM
1568,CWKB9D,1,2013-01-28,2013-01-28 00:00:00,2013-04-08 00:00:00,45,4.444444444,0.0,33.36,0.028571429,0,0,0,Tuesday,DEL
1569,94KGK2,1,2013-06-10,2013-06-19 00:00:00,2013-06-19 00:00:00,44,6.818181818,0.0,99.77,0.0,1,0,0,Thursday,MAA
1570,M33GDX,1,2011-06-07,2011-06-07 00:00:00,2013-06-04 00:00:00,48,4.166666667,2.083333333,52.74,0.006868132,0,0,0,Thursday,BOM
1571,98WB7R,1,2012-12-02,2012-12-02 00:00:00,2014-01-13 00:00:00,59,27.11864407,1.694915254,67.24,0.085995086,1,0,0,Tuesday,DEL
1572,WLHPAN,1,2011-05-17,2011-06-30 00:00:00,2013-04-04 00:00:00,32,90.625,0.0,63.16,0.010869565,0,0,0,Friday,BOM
1573,TJR7NM,1,2013-06-09,2013-07-23 00:00:00,2013-07-23 00:00:00,46,10.86956522,0.0,39.48,0.0,1,0,0,Thursday,BLR
1574,5HQ6L2,1,2010-05-24,2010-12-02 00:00:00,2014-01-19 00:00:00,59,16.94915254,1.694915254,90.23,0.158216783,1,0,0,Monday,DEL
1575,ECSWLK,1,2012-08-28,2012-08-21 00:00:00,2013-02-11 00:00:00,48,10.41666667,2.083333333,45.86,0.045977011,0,0,0,Thursday,MAA
1576,H8GJY8,1,2013-06-04,2013-06-21 00:00:00,2013-06-25 00:00:00,45,8.888888889,4.444444444,67.73,0.5,1,0,0,Tuesday,MAA
1577,YGUATF,1,2010-07-20,2010-08-17 00:00:00,2010-09-14 00:00:00,44,6.818181818,0.0,26.1,0.071428571,0,0,0,Thursday,BOM
1578,PKHQ8R,1,2012-12-03,2013-01-30 00:00:00,2013-01-30 00:00:00,34,70.58823529,5.882352941,24.19,0.0,0,0,0,Thursday,BOM
1579,3GDPEX,1,2013-06-19,2013-09-30 00:00:00,2013-09-30 00:00:00,32,18.75,12.5,56.99,0.0,1,0,0,Thursday,BOM
1580,PSR4RA,1,2013-04-10,2013-04-12 00:00:00,2013-04-29 00:00:00,38,63.15789474,0.0,42.34,0.117647059,0,0,0,Monday,BOM
1581,VB4H22,0,2013-02-21,2013-09-09 00:00:00,2013-09-09 00:00:00,0,0.0,0.0,93.02,0.0,0,0,0,Tuesday,MAA
1582,JXSV29,1,2009-12-03,2009-12-03 00:00:00,2013-11-17 00:00:00,52,5.769230769,5.769230769,79.77,0.015916955,1,0,0,Monday,DEL
1583,9UZKQ4,1,2013-03-28,2013-04-28 00:00:00,2013-04-28 00:00:00,44,9.090909091,2.272727273,90.91,0.0,0,0,0,Monday,MAA
1584,SLPLSV,1,2011-12-14,2013-05-16 00:00:00,2013-11-27 00:00:00,43,58.13953488,11.62790698,56.42,0.025641026,1,0,0,Friday,BOM
1585,KQSNPE,1,2013-05-13,2013-05-13 00:00:00,2013-05-13 00:00:00,39,35.8974359,2.564102564,54.79,0.0,0,0,0,Wednesday,MAA
1586,X83J2P,1,2012-03-18,2012-03-27 00:00:00,2013-06-19 00:00:00,34,61.76470588,0.0,140.45,0.033407572,1,0,0,Tuesday,DEL
1587,2NC35N,1,2013-02-23,2013-05-23 00:00:00,2013-05-23 00:00:00,41,36.58536585,0.0,56.3,0.0,0,0,0,Friday,MAA
1588,4L4DRS,1,2013-02-18,2013-06-23 00:00:00,2014-01-13 00:00:00,66,28.78787879,4.545454545,26.98,0.12254902,1,1,0,Tuesday,BLR
1589,YBYARR,0,2011-12-07,2013-03-05 00:00:00,2013-03-05 00:00:00,10,50.0,0.0,140.07,0.0,0,0,0,Tuesday,BOM
1590,48FVHV,1,2012-08-28,2012-07-24 00:00:00,2014-01-14 00:00:00,52,40.38461538,19.23076923,108.69,0.120593692,1,1,1,Thursday,MAA
1591,DPH8CL,0,2013-05-09,2013-05-16 00:00:00,2013-06-15 00:00:00,6,33.33333333,0.0,43.7,0.166666667,0,0,0,Wednesday,BOM
1592,GN5AMG,1,2010-01-13,2011-11-08 00:00:00,2013-11-04 00:00:00,39,92.30769231,17.94871795,105.87,0.008253095,0,0,0,Wednesday,DEL
1593,PFVCPH,1,2011-05-15,2011-05-19 00:00:00,2013-09-29 00:00:00,44,31.81818182,6.818181818,36.72,0.039351852,1,0,0,Wednesday,BOM
1594,5V2C3P,1,2013-04-05,2013-04-07 00:00:00,2013-04-07 00:00:00,38,55.26315789,2.631578947,92.58,0.0,0,0,0,Tuesday,BOM
1595,FJYRUL,1,2012-01-22,2012-01-22 00:00:00,2013-01-28 00:00:00,46,4.347826087,0.0,104.49,0.02688172,0,0,0,Thursday,DEL
1596,QGSKG5,0,2013-04-22,2013-04-22 00:00:00,2013-04-22 00:00:00,0,0.0,0.0,162.85,0.0,1,0,0,Wednesday,MAA
1597,F9SNV3,0,2012-06-14,2012-06-15 00:00:00,2013-06-13 00:00:00,0,0.0,0.0,62.7,0.013774105,1,0,0,Friday,BOM
1598,DR2LAE,1,2011-01-28,2011-08-30 00:00:00,2013-11-11 00:00:00,49,6.12244898,2.040816327,75.08,0.013681592,0,0,0,Monday,BOM
1599,T364ZQ,0,2013-02-18,2013-02-18 00:00:00,2013-02-18 00:00:00,11,9.090909091,0.0,59.33,0.0,0,0,0,Wednesday,BOM
1600,RUTEDB,1,2011-11-13,2011-11-16 00:00:00,2013-01-08 00:00:00,45,2.222222222,0.0,49.67,0.00477327,0,0,0,Thursday,BOM
1601,G7ZR7N,1,2013-04-08,2013-04-08 00:00:00,2014-01-19 00:00:00,55,12.72727273,1.818181818,71.43,0.048951049,0,0,0,Monday,DEL
1602,JBQBS5,1,2013-01-08,2013-01-08 00:00:00,2013-01-23 00:00:00,45,0.0,0.0,45.59,0.2,0,0,0,Thursday,BOM
1603,4DYQVU,1,2013-06-14,2013-06-30 00:00:00,2013-06-30 00:00:00,45,22.22222222,0.0,98.42,0.0,1,0,0,Wednesday,MAA
1604,DGBQL9,0,2011-08-28,2011-08-28 00:00:00,2013-12-04 00:00:00,0,0.0,0.0,60.13,0.107358263,1,0,0,Wednesday,DEL
1605,FQE36W,1,2012-11-05,2012-11-05 00:00:00,2014-01-19 00:00:00,59,33.89830508,11.86440678,60.93,0.129545455,0,1,0,Monday,DEL
1606,SJM5FK,1,2009-04-14,2011-01-21 00:00:00,2013-09-17 00:00:00,32,100.0,40.625,96.15,0.008247423,0,0,0,Friday,DEL
1607,KPXS6N,0,2012-08-28,2012-08-28 00:00:00,2013-04-15 00:00:00,12,83.33333333,0.0,51.42,0.026086957,1,0,0,Thursday,MAA
1608,CDZCD5,1,2012-09-14,2012-09-14 00:00:00,2014-01-13 00:00:00,49,8.163265306,2.040816327,57.95,0.010288066,1,0,0,Tuesday,DEL
1609,29PEUC,1,2012-11-29,2013-06-24 00:00:00,2013-06-24 00:00:00,45,2.222222222,0.0,32.93,0.0,0,0,0,Thursday,MAA
1610,2W8SCE,1,2013-06-01,2013-10-25 00:00:00,2013-10-25 00:00:00,40,0.0,0.0,99.0,0.0,1,0,0,Monday,MAA
1611,Y79C3C,0,2013-06-24,2013-06-24 00:00:00,2013-08-28 00:00:00,0,0.0,0.0,105.61,0.030769231,1,0,0,Tuesday,BLR
1612,AJM57Q,1,2011-06-13,2011-06-13 00:00:00,2013-10-21 00:00:00,45,26.66666667,2.222222222,63.01,0.019744483,0,0,0,Tuesday,BOM
1613,36UTS3,1,2011-09-26,2012-04-17 00:00:00,2013-12-18 00:00:00,48,33.33333333,8.333333333,54.48,0.01147541,0,0,0,Thursday,BOM
1614,6DVKNG,1,2013-06-05,2013-06-22 00:00:00,2014-01-08 00:00:00,55,7.272727273,1.818181818,87.9,0.045,1,0,0,Friday,MAA
1615,NL69V8,1,2012-05-29,2012-06-04 00:00:00,2013-05-05 00:00:00,49,0.0,0.0,59.85,0.017910448,1,0,0,Monday,DEL
1616,SURTJC,1,2013-07-05,2013-08-06 00:00:00,2013-08-06 00:00:00,40,25.0,0.0,46.12,0.0,1,0,0,Thursday,DEL
1617,DJKRSZ,1,2012-11-13,2012-12-01 00:00:00,2013-03-04 00:00:00,46,17.39130435,4.347826087,59.54,0.053763441,1,0,0,Monday,DEL
1618,T9N377,1,2013-06-13,2013-06-22 00:00:00,2013-10-15 00:00:00,49,10.20408163,2.040816327,50.05,0.034782609,1,0,0,Saturday,MAA
1619,BGTS66,1,2011-10-02,2011-10-04 00:00:00,2013-11-10 00:00:00,40,65.0,17.5,68.23,0.015625,0,0,0,Monday,BOM
1620,D7QKNQ,1,2013-05-19,2013-07-07 00:00:00,2013-07-07 00:00:00,44,2.272727273,0.0,124.98,0.0,0,0,0,Monday,MAA
1621,9KMX4B,0,2010-07-09,2011-07-27 00:00:00,2012-09-28 00:00:00,0,0.0,0.0,22.21,0.032634033,0,0,0,Monday,DEL
1622,YDVH8Q,1,2013-05-03,2013-05-06 00:00:00,2013-05-06 00:00:00,25,16.0,8.0,90.06,0.0,0,0,0,Tuesday,DEL
1623,4322N3,1,2010-01-08,2010-01-08 00:00:00,2010-01-08 00:00:00,45,2.222222222,2.222222222,96.51,0.0,0,0,0,Monday,DEL
1624,UHUDJA,1,2012-09-18,2012-09-18 00:00:00,2013-01-17 00:00:00,45,4.444444444,0.0,65.11,0.024793388,1,0,0,Thursday,MAA
1625,2RZUZY,1,2013-02-10,2013-03-25 00:00:00,2013-06-23 00:00:00,35,68.57142857,2.857142857,49.98,0.022222222,0,0,0,Tuesday,BOM
1626,7VE975,1,2011-05-13,2011-05-14 00:00:00,2013-06-29 00:00:00,33,93.93939394,6.060606061,52.17,0.011583012,1,0,0,Monday,BOM
1627,F5HUE9,1,2011-07-19,2011-07-19 00:00:00,2013-10-16 00:00:00,49,6.12244898,2.040816327,41.85,0.004878049,0,0,0,Thursday,DEL
1628,66UL6P,1,2013-01-22,2013-02-19 00:00:00,2013-11-06 00:00:00,50,4.0,4.0,91.35,0.026923077,1,0,0,Tuesday,DEL
1629,GJE3M,1,2011-04-20,2011-06-13 00:00:00,2012-12-16 00:00:00,32,93.75,0.0,108.77,0.007246377,0,0,0,Tuesday,DEL
1630,56HGLJ,1,2013-06-14,2013-07-02 00:00:00,2013-07-02 00:00:00,45,2.222222222,0.0,50.43,0.0,1,0,0,Saturday,MAA
1631,2QMBXR,1,2013-03-14,2013-07-15 00:00:00,2013-07-15 00:00:00,40,20.0,5.0,51.65,0.0,0,0,0,Tuesday,DEL
1632,UWCLJR,1,2013-02-22,2013-03-03 00:00:00,2013-09-17 00:00:00,40,50.0,25.0,34.93,0.02020202,0,0,0,Wednesday,BOM
1633,MJL4UK,1,2011-10-18,2011-10-18 00:00:00,2013-09-02 00:00:00,45,8.888888889,0.0,90.78,0.013138686,0,0,0,Tuesday,BOM
1634,E5T7NC,1,2012-08-28,2013-02-24 00:00:00,2013-02-24 00:00:00,45,0.0,0.0,51.48,0.0,0,0,0,Wednesday,MAA
1635,M522KN,1,2013-04-11,2013-04-11 00:00:00,2013-05-06 00:00:00,45,0.0,0.0,88.16,0.12,1,0,0,Tuesday,BOM
1636,ETM7XK,1,2012-11-13,2012-11-14 00:00:00,2012-11-27 00:00:00,42,7.142857143,0.0,99.41,0.153846154,0,0,0,Wednesday,DEL
1637,QXBH4L,1,2013-03-16,2013-03-31 00:00:00,2013-03-31 00:00:00,40,17.5,0.0,51.23,0.0,0,0,0,Monday,BOM
1638,QLEM23,1,2013-01-14,2013-01-23 00:00:00,2014-01-01 00:00:00,43,58.13953488,39.53488372,65.23,0.017492711,0,0,0,Thursday,DEL
1639,ENU5TQ,1,2013-04-29,2013-04-29 00:00:00,2013-04-29 00:00:00,31,96.77419355,16.12903226,87.64,0.0,0,0,0,Tuesday,BOM
1640,SF6FJA,1,2012-08-28,2013-12-09 00:00:00,2014-01-13 00:00:00,54,22.22222222,5.555555556,172.62,0.171428571,1,0,0,Thursday,MAA
1641,T73C6P,1,2012-03-22,2012-04-09 00:00:00,2012-08-13 00:00:00,46,2.173913043,2.173913043,67.99,0.047619048,0,0,0,Tuesday,DEL
1642,RWAFQT,1,2013-03-30,2013-03-29 00:00:00,2013-03-29 00:00:00,45,0.0,0.0,23.87,0.0,0,0,0,Monday,BOM
1643,YGZUJR,1,2011-11-02,2011-11-17 00:00:00,2013-11-20 00:00:00,49,34.69387755,10.20408163,99.9,0.035422343,0,0,0,Tuesday,DEL
1644,PRFSDQ,1,2012-04-22,2012-06-25 00:00:00,2012-07-19 00:00:00,36,72.22222222,5.555555556,55.19,0.083333333,0,0,0,Friday,BOM
1645,CF5SWX,1,2013-05-10,2013-06-25 00:00:00,2013-11-19 00:00:00,38,78.94736842,39.47368421,45.95,0.020408163,0,0,0,Saturday,BLR
1646,PD6APT,1,2011-11-06,2011-11-07 00:00:00,2012-02-01 00:00:00,41,34.14634146,2.43902439,18.51,0.023255814,0,1,0,Wednesday,DEL
1647,24CZJM,1,2011-05-13,2011-11-04 00:00:00,2011-11-04 00:00:00,46,6.52173913,2.173913043,64.33,0.0,0,0,0,Thursday,DEL
1648,TANK83,1,2012-01-30,2012-02-13 00:00:00,2013-04-24 00:00:00,47,10.63829787,2.127659574,81.54,0.025229358,1,0,0,Tuesday,DEL
1649,4ULW64,1,2013-06-08,2013-06-11 00:00:00,2013-08-15 00:00:00,45,46.66666667,4.444444444,54.0,0.092307692,1,0,0,Saturday,BLR
1650,TAZUVN,1,2011-11-12,2013-07-14 00:00:00,2013-08-11 00:00:00,41,36.58536585,2.43902439,133.04,0.142857143,0,0,0,Monday,BOM
1651,5H8W6N,1,2013-03-18,2013-03-18 00:00:00,2013-04-22 00:00:00,45,2.222222222,0.0,41.64,0.085714286,0,0,0,Wednesday,BOM
1652,6A5ZY9,1,2013-01-16,2013-01-16 00:00:00,2013-12-11 00:00:00,35,100.0,22.85714286,80.58,0.021276596,0,0,0,Thursday,DEL
1653,B2FN9Q,1,2011-02-26,2011-04-26 00:00:00,2013-12-17 00:00:00,49,10.20408163,4.081632653,83.64,0.041407867,1,0,0,Friday,DEL
1654,B2EDAW,0,2011-09-16,2013-04-22 00:00:00,2013-04-22 00:00:00,0,0.0,0.0,48.22,0.0,1,0,0,Tuesday,BOM
1655,T5GJPE,1,2013-04-10,2013-11-23 00:00:00,2013-12-30 00:00:00,45,28.88888889,11.11111111,35.84,0.054054054,0,0,0,Tuesday,BOM
1656,ZBUQDN,1,2013-06-13,2013-06-13 00:00:00,2013-06-13 00:00:00,43,16.27906977,0.0,53.03,0.0,1,0,0,Friday,DEL
1657,3B8L7U,1,2013-07-03,2013-07-04 00:00:00,2013-11-20 00:00:00,50,6.0,4.0,100.39,0.014388489,1,0,0,Friday,DEL
1658,8HWH82,1,2011-11-27,2011-11-28 00:00:00,2013-03-04 00:00:00,47,4.255319149,0.0,140.46,0.021645022,0,0,0,Monday,BOM
1659,YJ88SK,1,2013-06-05,2013-06-07 00:00:00,2013-06-12 00:00:00,45,4.444444444,0.0,48.55,0.4,1,0,0,Monday,MAA
1660,RLZSCW,1,2012-07-27,2012-07-31 00:00:00,2013-08-21 00:00:00,47,0.0,0.0,66.02,0.044041451,0,0,0,Thursday,DEL
1661,EG3CDG,1,2011-03-21,2011-11-14 00:00:00,2013-06-02 00:00:00,42,11.9047619,0.0,76.37,0.005300353,0,0,0,Monday,DEL
1662,NZJGQ2,0,2012-08-28,2012-08-29 00:00:00,2013-11-16 00:00:00,0,0.0,0.0,62.76,0.081081081,1,0,0,Tuesday,BLR
1663,VPVQM6,0,2013-03-28,2013-08-12 00:00:00,2013-08-12 00:00:00,23,0.0,0.0,82.89,0.0,1,0,0,Wednesday,MAA
1664,UTUDBH,1,2012-05-23,2012-06-25 00:00:00,2013-05-01 00:00:00,47,4.255319149,2.127659574,57.73,0.077419355,0,0,0,Friday,BOM
1665,DGL6ER,1,2010-01-11,2010-02-08 00:00:00,2013-05-23 00:00:00,39,51.28205128,0.0,75.82,0.026666667,0,0,0,Monday,DEL
1666,Q2CK55,0,2012-10-23,2012-10-25 00:00:00,2014-01-04 00:00:00,4,100.0,0.0,92.18,0.01146789,1,0,0,Thursday,MAA
1667,UEZ5RU,1,2013-04-29,2013-05-28 00:00:00,2013-05-28 00:00:00,44,2.272727273,0.0,32.4,0.0,0,0,0,Friday,MAA
1668,3RDVDB,1,2013-04-12,2013-04-12 00:00:00,2013-04-23 00:00:00,38,34.21052632,0.0,52.84,0.181818182,0,0,0,Thursday,MAA
1669,2U65G6,1,2012-08-28,2012-09-04 00:00:00,2014-01-16 00:00:00,46,71.73913043,23.91304348,85.56,0.100200401,0,0,1,Wednesday,MAA
1670,MQZ9XX,1,2013-06-01,2013-08-05 00:00:00,2013-08-05 00:00:00,31,70.96774194,0.0,20.61,0.0,1,0,0,Tuesday,BOM
1671,N87XYD,1,2013-06-21,2013-06-21 00:00:00,2013-08-04 00:00:00,42,42.85714286,0.0,47.72,0.159090909,1,0,0,Monday,BOM
1672,P36HP5,1,2012-10-13,2012-10-25 00:00:00,2012-11-15 00:00:00,44,4.545454545,2.272727273,80.71,0.095238095,0,0,0,Friday,BOM
1673,Z9PXHX,0,2012-11-21,2012-11-21 00:00:00,2012-11-21 00:00:00,0,0.0,0.0,53.58,0.0,1,0,0,Tuesday,MAA
1674,JYRVRC,0,2012-09-14,2012-09-14 00:00:00,2014-01-13 00:00:00,14,50.0,7.142857143,35.44,0.104938272,1,1,1,Tuesday,BLR
1675,7A3PU9,1,2013-01-09,2013-02-19 00:00:00,2013-02-19 00:00:00,44,15.90909091,0.0,50.33,0.0,0,0,0,Wednesday,BOM
1676,K9C8XF,0,2012-08-28,2012-11-26 00:00:00,2013-01-29 00:00:00,0,0.0,0.0,66.16,0.09375,0,0,0,Tuesday,MAA
1677,QZ2UQ4,1,2010-08-25,2010-09-22 00:00:00,2013-12-17 00:00:00,51,11.76470588,9.803921569,58.27,0.01607445,0,0,0,Wednesday,DEL
1678,NFJMF6,1,2013-05-31,2013-06-01 00:00:00,2013-06-01 00:00:00,44,6.818181818,0.0,51.97,0.0,1,0,0,Friday,DEL
1679,YRF9FJ,1,2011-03-10,2011-04-14 00:00:00,2011-11-02 00:00:00,38,65.78947368,2.631578947,66.15,0.03960396,0,0,0,Thursday,BOM
1680,WHSQY9,1,2013-03-24,2013-03-24 00:00:00,2014-01-05 00:00:00,51,27.45098039,13.7254902,81.94,0.041811847,1,0,0,Tuesday,BOM
1681,P7G5V9,1,2013-04-27,2013-04-28 00:00:00,2013-04-28 00:00:00,44,2.272727273,0.0,40.0,0.0,0,0,0,Saturday,BLR
1682,ES6KXG,1,2010-01-22,2011-09-13 00:00:00,2013-03-26 00:00:00,46,8.695652174,8.695652174,95.83,0.066071429,0,0,0,Friday,DEL
1683,U2K5HC,1,2012-09-04,2012-09-06 00:00:00,2014-01-14 00:00:00,54,11.11111111,0.0,217.43,0.121212121,0,0,1,Friday,DEL
1684,W4UBXE,1,2012-01-06,2012-01-07 00:00:00,2013-11-06 00:00:00,52,0.0,0.0,91.21,0.028400598,0,0,0,Monday,BOM
1685,CLHN8M,1,2012-06-05,2012-06-12 00:00:00,2014-01-13 00:00:00,46,69.56521739,21.73913043,76.86,0.051724138,1,1,0,Tuesday,BOM
1686,6LBNUJ,1,2013-04-15,2013-04-24 00:00:00,2013-12-04 00:00:00,49,10.20408163,10.20408163,53.11,0.017857143,1,0,0,Thursday,DEL
1687,E5ENZM,1,2013-04-19,2013-05-22 00:00:00,2013-05-22 00:00:00,45,0.0,0.0,89.89,0.0,0,0,0,Saturday,MAA
1688,EQRYYW,1,2013-04-25,2013-04-26 00:00:00,2013-08-26 00:00:00,35,85.71428571,2.857142857,33.03,0.049180328,1,1,0,Tuesday,BOM
1689,Z6KGR6,0,2013-05-11,2013-08-22 00:00:00,2013-08-22 00:00:00,27,3.703703704,0.0,51.14,0.0,0,0,0,Friday,BOM
